what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1436253039249
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1436253039653
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1436253039979
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1436253040334
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1436253040647
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1436253040986
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1436253041514
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1436253042021
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1436253049365
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1436253053737
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1436253054353
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1436253055415
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1436253056677
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1436253057478
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1436253062348
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1436253067622
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436253068639
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1436253071109
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1436253072521
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1436253075705
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1436253083441
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1436253084805
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1436253086036
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1436253087006
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1436253097434
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1436253097719
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1436253097786
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1436253100715
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1436253100787
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1436253102156
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436253102187
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1436253102187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436253104840
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436253505011
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1436253506184
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436253508242
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1436253536370
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1436253570644
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436253576058
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436253606019
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1436253608595
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1436253610165
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1436253618084
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436253629795
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1436253651139
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1436253653013
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436253655394
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436253707840
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436253709841
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1436253720236
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436253721605
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436253737729
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1436253737770
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436253739989
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1436253745197
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436253750541
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436253763784
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1436253763816
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436253764933
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1436253781326
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436253824986
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436253830853
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1436253830882
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436253855144
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1436253856533
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436253859345
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436253859575
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1436253859594
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1436253863983
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1436253872311
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436253875636
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436253875930
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1436253875949
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1436253880280
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1436253883925
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1436253897882
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436253899804
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436253912300
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1436253912323
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1436253923059
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1436253948807
closed,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1436253948809
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436253948821
closed,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1436253948881
closed,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1436253948891
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436253948900
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1436253949003
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.J2EEPerspective",1436253951597
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436253952835
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1436253967014
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1436253967048
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436253984510
closed,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1436253984510
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1436253989042
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436253989327
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436253989472
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436253992554
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1436254010974
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254026326
executed,command,org.tigris.subversion.subclipse.ui,1.10.9,"org.tigris.subversion.subclipse.ui.commit",1436254026339
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254026635
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1436254037349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254037931
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254037969
error,log,,,"org.apache.subversion.javahl.ClientException: Working copy is not up-to-date\nsvn: Commit failed (details follow):\nsvn: File 'G:\\indigo-PerpetualRents\\PerpetualRents\\WebContent\\WEB-INF\\jsp\\admin\\pdProperty\\pdAdminUploadDocuments.jsp' is out of date\nItem is out of date\nsvn: File '/WebContent/WEB-INF/jsp/admin/pdProperty/pdAdminUploadDocuments.jsp' is out of date\n",1436254038135
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254048635
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1436254063394
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1436254063436
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1436254067218
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1436254068013
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1436254068180
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1436254068675
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1436254068863
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1436254069361
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1436254069549
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1436254070035
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1436254070226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254070950
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254075430
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436254119176
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1436254120331
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1436254121262
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1436254121845
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1436254122078
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1436254122220
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1436254122417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254123018
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254126014
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436254127291
executed,command,org.tigris.subversion.subclipse.ui,1.10.9,"org.tigris.subversion.subclipse.ui.synchronize",1436254137734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254138023
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1436254146209
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254150028
activated,perspective,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui.TeamSynchronizingPerspective",1436254150059
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1436254150074
opened,view,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.sync.views.SynchronizeView",1436254150180
activated,view,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.sync.views.SynchronizeView",1436254150227
executed,command,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui.synchronizeLast",1436254159362
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254159634
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1436254162301
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254165611
executed,command,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui.synchronizeLast",1436254172672
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254172937
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1436254174948
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254178010
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254195262
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254202767
executed,command,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui.synchronizeAll",1436254202777
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254203193
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1436254205821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254210241
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254210391
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254211126
opened,editor,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare.CompareEditor",1436254220985
activated,editor,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare.CompareEditor",1436254221016
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254221351
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1436254223762
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254227094
activated,view,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.sync.views.SynchronizeView",1436254232367
closed,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1436254232367
closed,editor,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare.CompareEditor",1436254232378
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1436254236620
closed,view,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.sync.views.SynchronizeView",1436254236636
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.J2EEPerspective",1436254239352
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436254240683
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1436254242178
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254242476
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254242585
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254245972
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254250885
executed,command,org.tigris.subversion.subclipse.ui,1.10.9,"org.tigris.subversion.subclipse.ui.commit",1436254250898
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254251313
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1436254264335
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254265203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254265219
error,log,,,"org.apache.subversion.javahl.ClientException: Working copy is not up-to-date\nsvn: Commit failed (details follow):\nsvn: File 'G:\\indigo-PerpetualRents\\PerpetualRents\\WebContent\\WEB-INF\\jsp\\admin\\pdProperty\\pdAdminUploadDocuments.jsp' is out of date\nItem is out of date\nsvn: File '/WebContent/WEB-INF/jsp/admin/pdProperty/pdAdminUploadDocuments.jsp' is out of date\n",1436254265334
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1436254302762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1436254303045
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1436254303299
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1436254303472
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254336096
executed,command,org.tigris.subversion.subclipse.ui,1.10.9,"org.tigris.subversion.subclipse.ui.update",1436254343875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436254344163
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1436254354443
